"","za_nr","version","doi","ID_ankete","VE","Region","Size_settlement","HOUR_START","HOUR_STOP","DAT","A0_1","A0_2","A0_3_1","A0_3_2","A0_3_3","A0_3_4","A0_3_5","A0_3_6","A0_4_1","A0_4_2","A0_4_3","A0_4_4","A0_4_5","A0_4_6","A0_5","A0_7","A0_7rec","A0_8","A0_gender_age","A1_1","A1_2","A1_3","A1_4","A1_5","A1_6","A2","A3_1","A3_2","A3_3","A3_4","A3_5","A3_6","A3_7","A3_8","A3_9","A3_10","A3_11","A3_12","A3_13","A3_14","A3_15","A3_16","A4","A5","A6_1","A6_2","A6_3","A6_4","A6_5","A6_6","A6_7","A6_8","A6_9","A6_10","A6_11","A6_12","A6_13","A7_1","A7_2","A7_3","A7_4","A7_5","A7_6","A7_6_text","A8_1","A8_2","A8_3","A8_4","A8_5","A8_6","A8_7","A8_8","A8_9","A8_10","A8_11","A8_12","A9","A10","A11","A12_1","A12_2","A12_3","A12_4","A12_5","A12_6","A12_7","A12_8","A12_9","A12_10","A13","A14","A15","A16","A16_text","A17","A18","A19","A20","A21","A22","A23","A24","A25_1","A25_2","A25_3","B1_1","B1_2","B1_3","B1_4","B1_5","B1_6","B1_7","B1_8","B2_1","B2_2","B2_3","B2_4","B2_5","B2_7","B2_8","B2_9","B3_1","B3_2","B3_3","B3_4","B3_5","B3_6","B3_7","B3_8","B4_1","B4_2","B4_3","B5","B6_A","B6_B","B6_C","B6_D","B6_E","B6_F","B6_G","B6_K","B6_L","B7","B7_text","B8","B9","B10","B11","B12_1","B12_2","C1","C1_text","C2","C2_text","C3","C4","C5","C5_text","C6","C7","C8","C8_text","C9","C9_text","C10","C11","C12","C12_1","C13_1","C13_2","C13_3","C13_4","C13_5","C13_6","C13_7","C13_8","C13_9","C13_10","C14","C15","C16_1","C16_2","C16_3","C16_4","C16_5","C16_6","C17_1","C17_2","C17_3","C17_4","C17_5","C17_6","C17_7","C17_8","C17_9","C17_10","C17_11","C17_12","D1","D2","D2_text","D3","D4","D4_text","D5","D5_text","D6","D7_1","D7_2","D7_3","D7_4","D7_5","D7_6","D7_7","D7_8","D7_9","D7_10","D7_11","D7_12","D7_13","D8_1","D8_2","D8_3","D8_4","D8_5","D8_6","D8_7","D8_8","D8_9","D8_10","D8_11","D8_12","D8_13","D8_14","D8_15","D8_16","D10","D11","E1","E2","E3","E4","E5","E6_A","E6_B","E6_C","E6_D","E6_E","E7","E7_text","E8","E9","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19A","E19B","E19C","E19D","E19E","E19F","E19F_text","E20A","E20B","E20C","E20D","E20E","E20E_text","E21_1","E21_2","E21_3","E21_4","E21_5","E21_6","E21_7","F1","F2_1","F2_2","F2_3","F2_4","F3","F4","F5_1","F5_2","F6_1","F6_2","F6_3","F6_4","F6_5","F6_6","F6_7","F6_7__text","F7","F8","F9_1","F9_2","F9_3","F9_4","F9_5","F9_6","F9_7","F9_8","F9_9","F9_10","F9_11","F9_12","F9_13","F9_14","F10","F11","F11__text","F12_1","F12_2","F12_3","F12_4","F12_5","F12_6","F12_7","F12_8","F12_9","F12_10","F12_11","F12_12","F12_13","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G1_11","G1_12","G1_13","G2","G3","H2_1","H2_2","H3_1","H3_2","H3_3","H3_4","H3_5","H3_5_text","H4","H5","H6","I1_1","I1_1rec","I1_2","I1_3","I2_1","I2_2","I2_3","I2_4","I2_5","I2_6","I2_7","I2_8","I2_9","I3","I4","I5","I7","I8","w"
"11",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",11,4,1,1,"1325","142","0806",1,3,1,2,2,NA,NA,NA,55,54,26,NA,NA,NA,3,26,3,2,6,3,3,3,2,2,2,1,2,2,2,2,3,3,3,4,4,5,2,2,1,3,2,2,1,2,NA,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,0,60,60,20,10,NA,"",3,3,3,3,3,2,2,2,2,2,3,2,1,3,1,1,3,4,1,2,1,1,1,1,1,3,3,1,1,NA,4,5,3,5,5,3,4,2,2,1,2,8,6,9,2,9,9,9,7,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,7,1,8,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,2,NA,2,NA,1,2,7,"noone",3,NA,NA,NA,NA,NA,28,28,1,NA,1,2,3,1,5,3,3,3,1,2,1,5,2,2,2,2,2,2,3,2,2,4,3,2,4,3,3,2,2,2,2,NA,NA,3,1,NA,1,NA,3,4,4,4,2,3,3,4,4,3,3,2,3,2,3,4,3,3,3,4,4,4,3,2,3,2,1,2,2,1,8,4,2,3,4,3,1,1,NA,NA,NA,NA,5,NA,1,3,4,2,2,3,1,40,4,1,1,1,2,3,4,5,NA,NA,4,3,1,2,NA,NA,4,5,4,4,2,3,1,1,2,3,2,3,2,3,3,4,NA,1,1,1,NA,NA,NA,NA,5,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,9,NA,3,2,3,3,4,4,4,4,3,3,3,4,3,3,4,3,2,4,4,3,4,3,3,4,4,2,4,2,3,3,3,3,2,2,NA,NA,NA,2,2,3,2,2,2,2,2,3,0,0,1,3,2,6,2,7,650,85,168,1.01326611132781
"12",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",12,4,1,1,"1415","152","0506",1,4,1,2,1,2,NA,NA,71,64,35,23,NA,NA,4,23,2,2,4,3,3,2,2,3,3,4,1,1,4,2,3,4,4,3,1,3,1,1,1,4,1,4,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,0,50,50,20,0,NA,"",3,3,3,3,3,2,2,2,3,2,3,3,3,3,1,1,1,4,1,4,2,1,1,1,1,3,3,1,1,NA,3,8,3,4,5,3,1,1,3,4,3,10,8,9,5,NA,NA,5,5,3,4,4,4,4,4,4,5,2,1,1,3,1,1,1,1,7,3,8,1,NA,NA,NA,1,1,NA,NA,1,NA,6,NA,2,5,3,1,2,1,2,NA,2,NA,2,2,4,NA,3,1,3,NA,NA,NA,30,35,1,NA,2,3,1,2,4,2,3,4,2,2,1,4,2,2,2,2,2,2,2,2,1,3,4,3,2,1,2,4,2,3,1,8,"curiosity",3,8,"Switzerland",4,NA,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,3,2,3,3,4,2,4,3,3,2,2,2,1,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,3,NA,NA,NA,1,1,3,2,5,4,NA,NA,1,2,3,4,NA,NA,4,4,4,4,1,4,3,4,1,1,1,1,3,3,3,4,NA,NA,NA,1,NA,NA,NA,NA,5,2,1,1,1,4,1,1,1,1,1,3,1,1,1,4,3,NA,NA,3,2,4,2,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,2,3,2,4,2,3,2,3,5,4,1,4,NA,NA,1,NA,2,3,2,2,2,2,0,2,0,0,1,0,1,2,6,6,200,75,166,0.883760585410978
"13",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",13,4,1,1,"1140","122","0806",2,4,1,2,2,1,NA,NA,51,47,24,22,NA,NA,3,24,3,2,6,3,2,2,2,3,3,4,1,2,3,2,4,4,4,3,4,5,1,2,NA,1,2,3,1,2,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,10,10,50,50,0,NA,"",3,3,3,3,3,1,2,1,2,2,2,2,3,5,2,2,2,2,1,2,2,1,1,2,1,3,3,2,2,NA,3,3,3,4,3,3,2,2,2,2,2,8,8,7,6,NA,NA,NA,NA,3,3,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,2,NA,2,2,2,NA,3,2,NA,NA,1,NA,30,40,3,2,1,2,1,1,4,2,2,3,2,2,1,4,2,2,2,2,2,2,4,4,4,4,3,3,4,2,3,2,4,2,1,4,NA,4,1,NA,4,NA,3,4,4,4,2,3,3,4,3,4,3,1,3,2,4,3,3,4,3,3,3,3,4,4,3,4,2,3,2,2,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,1,1,3,2,5,4,NA,NA,2,3,4,1,NA,NA,4,4,4,4,2,2,2,3,2,4,2,2,3,2,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,3,2,2,1,2,3,2,1,1,1,3,3,3,2,3,2,8,"SNS",3,2,4,3,3,4,4,3,4,3,4,4,4,4,4,3,2,2,4,4,4,3,4,3,3,2,3,3,3,3,3,5,4,4,NA,NA,1,1,1,2,1,3,2,4,2,3,0,0,1,1,2,4,6,6,300,60,155,0.855637324607056
"14",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",14,4,1,1,"1805","185","0706",2,6,1,2,1,2,1,2,67,62,47,43,23,19,5,23,2,1,3,2,2,2,2,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,10,5,0,12,0,NA,"",3,3,3,3,3,2,2,2,3,2,3,1,3,5,1,1,2,3,1,4,2,1,1,2,1,3,3,2,5,"Personal choice",3,3,3,2,2,4,2,1,1,1,2,10,8,8,6,NA,6,6,6,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,1,2,NA,2,NA,2,2,NA,NA,3,2,NA,NA,NA,NA,25,25,1,NA,3,3,2,1,4,4,3,4,3,3,2,4,2,2,2,2,2,2,3,3,2,3,3,4,2,2,3,2,1,2,2,NA,NA,2,NA,NA,NA,NA,3,4,3,4,1,3,2,3,3,3,2,1,1,1,4,4,4,2,2,2,3,1,3,3,1,2,1,2,1,1,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,NA,2,4,3,2,5,1,NA,NA,2,3,4,1,NA,NA,4,3,3,3,3,3,1,3,2,2,2,2,NA,2,3,3,1,NA,1,NA,1,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,1,3,3,3,2,2,3,3,3,2,3,3,3,1,2,3,3,3,3,2,2,2,3,4,1,1,1,3,3,3,3,NA,NA,NA,NA,NA,3,2,3,4,4,5,2,1,0,1,4,3,9,6,5,180,60,175,0.982318837232952
"15",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",15,4,1,1,"1515","160","0706",1,2,2,1,NA,NA,NA,NA,47,25,NA,NA,NA,NA,2,25,3,1,5,2,3,2,2,3,3,3,1,2,3,2,2,3,3,2,4,4,2,5,1,3,2,2,1,2,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0,50,50,20,0,NA,"",3,2,3,3,3,1,2,1,3,3,3,2,3,3,2,2,3,4,2,4,2,1,1,1,1,3,3,1,4,NA,3,6,3,2,3,4,2,2,5,5,5,10,10,8,2,5,7,7,7,1,3,5,2,3,4,4,3,1,2,1,2,1,1,3,2,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,2,3,2,NA,2,NA,2,NA,2,NA,2,1,4,NA,NA,NA,25,30,1,NA,2,3,2,2,5,4,3,4,2,2,2,5,2,1,2,1,2,2,1,1,1,4,3,3,1,1,1,3,3,3,2,NA,NA,3,1,NA,4,NA,3,3,4,2,3,4,2,1,3,2,1,2,3,2,3,3,3,3,4,4,3,4,3,2,2,2,2,3,3,2,7,3,2,3,3,3,2,NA,NA,NA,NA,1,NA,NA,3,2,4,2,1,2,3,NA,NA,NA,2,5,3,2,4,1,NA,NA,1,2,4,3,NA,NA,4,4,4,4,2,3,3,3,4,4,3,4,3,3,2,4,1,1,NA,NA,NA,NA,NA,NA,5,1,1,2,1,3,1,1,2,2,1,2,2,2,2,2,4,9,NA,4,3,4,2,3,4,4,2,4,2,4,4,3,3,3,2,1,2,3,4,4,3,2,1,1,3,2,3,3,2,5,5,3,4,NA,NA,1,NA,2,3,2,3,0,2,2,2,0,0,1,2,2,3,8,5,250,75,180,1.08413728329241
"16",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",16,4,1,1,"1305","145","0906",1,2,2,1,NA,NA,NA,NA,37,17,NA,NA,NA,NA,2,17,1,1,1,3,3,1,2,3,3,4,1,1,3,1,1,5,5,1,1,1,1,4,1,1,1,4,1,11,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0,45,50,20,0,NA,"",2,1,3,3,NA,1,1,1,2,3,1,1,3,3,2,2,1,1,1,3,1,1,1,1,1,4,2,2,1,NA,5,3,3,3,3,4,4,1,3,3,3,5,5,5,3,NA,3,NA,1,1,1,4,1,3,2,2,2,1,1,1,1,1,1,1,1,7,4,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,2,2,2,NA,2,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,22,25,1,NA,1,4,2,3,3,3,4,3,2,2,1,5,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,1,1,1,2,NA,NA,1,NA,NA,NA,NA,3,4,4,3,3,3,3,4,4,2,3,2,3,3,4,3,3,2,2,3,2,2,2,3,4,2,2,2,2,2,7,3,1,3,3,3,2,1,NA,NA,NA,NA,2,NA,NA,4,1,2,1,NA,3,NA,NA,NA,2,2,5,3,4,1,NA,NA,1,3,4,2,NA,NA,3,2,2,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,5,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,9,NA,3,1,4,3,2,4,2,3,4,3,3,4,4,3,4,2,2,2,3,3,4,3,3,2,3,2,3,1,3,3,3,3,2,3,NA,NA,2,2,2,2,1,3,0,3,2,3,2,0,1,1,1,6,8,7,50,70,178,1.16627257812557
"17",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",17,78,9,3,"1100","114","0506",2,5,2,1,2,1,1,NA,87,47,46,24,22,NA,4,24,3,1,5,3,3,2,2,3,3,2,1,1,1,1,2,4,4,3,2,2,2,5,1,3,2,2,1,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,0,10,30,10,0,NA,"",3,2,3,3,3,1,2,3,3,2,3,1,1,4,1,1,1,1,1,4,1,1,1,1,1,3,3,1,1,NA,3,2,3,3,3,3,1,1,3,4,3,10,10,9,5,5,5,5,5,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,3,2,2,4,2,NA,2,NA,1,1,1,NA,2,1,2,NA,NA,NA,25,26,1,NA,3,4,3,1,4,4,4,4,1,3,1,1,2,2,2,2,2,2,3,3,4,4,3,4,2,3,4,3,2,3,2,NA,NA,1,NA,NA,NA,NA,2,5,3,3,3,4,3,3,3,1,2,1,3,2,4,3,3,4,4,4,3,3,3,4,4,3,2,2,2,1,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,40,4,2,4,1,5,3,2,4,NA,NA,1,4,3,2,NA,NA,3,2,5,4,1,1,1,3,3,3,3,3,NA,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,3,3,3,3,2,2,4,2,NA,NA,4,2,4,2,3,4,4,3,4,3,4,4,4,4,4,3,1,3,3,4,4,3,3,3,3,2,NA,1,3,3,5,5,1,5,NA,NA,1,NA,1,2,1,2,2,4,1,2,2,0,1,0,2,2,1,9,800,100,180,0.994238609877945
"18",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",18,78,9,3,"11","114","0406",1,3,1,2,1,NA,NA,NA,50,47,19,NA,NA,NA,3,19,1,1,1,3,3,2,3,2,3,1,1,1,2,1,2,4,4,2,2,4,1,4,1,4,2,2,1,3,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,0,20,60,20,0,NA,"",NA,2,2,3,3,1,2,2,3,3,3,1,3,3,NA,1,1,1,1,3,1,1,1,1,1,3,3,1,1,NA,3,6,3,3,3,4,1,2,3,3,3,10,8,8,1,5,5,5,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,1,2,NA,2,NA,1,1,4,NA,2,1,1,NA,NA,NA,26,27,1,NA,2,3,3,2,4,4,4,4,1,2,1,1,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2,2,3,2,1,1,NA,4,1,NA,1,NA,3,4,3,3,4,4,3,3,3,2,2,2,2,2,3,3,3,4,4,4,3,4,3,3,3,4,2,2,3,2,8,3,1,3,4,2,1,NA,NA,NA,NA,1,NA,NA,2,4,NA,1,1,NA,2,30,3,2,4,4,2,1,5,3,NA,NA,1,4,3,2,NA,NA,4,2,4,4,2,1,2,3,1,1,1,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,1,1,1,2,3,1,1,2,1,9,NA,4,1,4,1,2,4,4,2,4,2,4,4,4,4,4,3,1,3,3,4,4,3,2,3,3,1,3,1,3,3,5,3,2,2,NA,NA,NA,1,1,2,1,2,2,3,1,2,2,0,1,0,1,2,8,7,500,80,173,1.26660210547133
"19",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",19,78,9,3,"1000","104","0406",1,3,2,1,2,NA,NA,NA,61,25,18,NA,NA,NA,2,25,3,1,5,3,3,2,2,2,2,1,1,1,3,1,3,3,2,2,3,2,1,3,1,3,1,1,1,4,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0,30,50,20,0,NA,"",1,3,3,1,3,3,3,1,3,3,3,2,3,3,NA,1,1,1,1,4,1,1,1,1,1,3,3,1,1,NA,4,3,3,5,3,3,2,2,2,2,2,7,7,9,3,9,9,9,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,2,1,2,2,2,NA,2,NA,2,2,7,"noone",3,1,2,NA,NA,NA,30,30,1,NA,1,1,1,1,5,4,1,5,1,1,1,4,1,2,2,2,2,1,1,1,1,3,2,4,2,3,3,2,3,3,1,7,NA,4,1,NA,1,NA,3,4,3,2,4,4,4,3,3,1,2,1,3,2,4,4,4,4,3,2,2,4,3,4,4,4,1,2,3,1,7,3,2,4,4,3,1,NA,NA,NA,NA,1,NA,NA,2,3,2,2,2,3,2,25,4,1,2,1,2,3,4,5,NA,NA,1,4,3,2,NA,NA,5,2,4,5,4,5,3,1,3,3,3,3,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,3,3,1,1,3,3,3,2,4,2,9,NA,4,1,4,1,3,4,4,3,4,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,2,NA,1,3,3,4,4,4,4,NA,NA,NA,1,1,3,2,2,0,3,2,1,1,0,1,0,1,2,8,4,500,90,185,1.1774010564881
"20",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",20,78,9,3,"1000","104","0506",1,3,1,2,1,NA,NA,NA,48,44,21,NA,NA,NA,3,21,2,1,3,3,3,2,2,2,3,2,1,1,1,1,2,4,4,2,2,5,2,4,1,3,2,2,1,2,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,40,50,50,0,NA,"",3,2,2,3,3,1,2,3,3,3,3,1,1,4,1,1,1,1,1,4,1,1,1,1,1,3,3,2,1,NA,3,3,3,3,3,4,1,2,2,2,4,10,8,8,4,4,6,6,5,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,2,2,2,3,2,NA,2,NA,1,NA,2,NA,2,1,1,NA,NA,NA,25,27,1,NA,4,4,4,4,4,4,4,4,1,3,1,4,1,1,1,1,1,1,1,2,2,4,4,4,2,2,2,2,3,3,2,NA,NA,1,NA,NA,NA,NA,2,4,3,2,3,5,2,3,3,1,1,1,3,3,4,4,4,4,4,3,2,3,4,3,3,3,1,2,3,1,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,40,1,2,1,1,5,4,2,3,NA,NA,1,4,3,2,NA,NA,4,1,4,3,1,1,2,4,3,3,3,3,3,3,1,1,1,1,1,NA,NA,1,NA,NA,NA,2,2,2,2,3,3,4,3,3,3,3,4,3,2,3,2,NA,NA,4,2,4,1,3,4,4,3,4,2,4,4,4,4,4,2,1,3,3,4,4,3,3,4,4,2,5,1,3,3,5,5,2,1,NA,NA,1,1,1,2,1,2,2,3,1,1,1,0,1,0,2,2,1,8,800,90,184,0.900863138127121
"21",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",21,78,9,3,"1500","154","0606",1,3,1,2,2,NA,NA,NA,55,48,24,NA,NA,NA,3,24,3,2,6,3,3,3,3,3,3,1,2,2,2,2,2,3,3,3,4,5,2,3,2,3,3,3,1,3,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,0,30,50,20,0,NA,"",3,3,3,3,3,1,2,3,3,2,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,NA,3,4,3,3,3,4,2,1,2,2,2,10,10,10,5,5,5,5,5,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,1,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,3,3,2,4,2,NA,2,NA,1,NA,1,NA,3,1,2,NA,NA,NA,24,25,1,NA,3,4,4,2,4,4,4,4,1,3,1,1,1,1,1,1,1,1,4,4,5,5,4,4,2,3,3,3,4,3,2,NA,NA,2,NA,NA,NA,NA,3,5,3,3,2,4,3,2,2,1,1,1,2,2,4,4,4,3,4,4,2,3,4,4,4,4,1,1,3,1,10,3,2,3,3,3,2,NA,NA,NA,NA,1,NA,NA,1,4,1,1,1,1,2,20,4,1,1,1,5,3,4,2,NA,NA,1,4,3,2,NA,NA,4,2,4,4,1,1,1,3,2,2,2,2,NA,2,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,2,2,2,2,2,4,3,3,3,3,4,3,1,4,2,9,NA,4,1,4,1,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,4,4,3,3,4,4,2,4,1,3,3,4,4,2,2,NA,NA,NA,1,1,3,2,2,2,3,1,1,1,0,1,0,1,2,8,9,300,65,162,1.10043313551387
"22",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",22,78,9,3,"1200","124","0406",1,2,2,1,NA,NA,NA,NA,57,22,NA,NA,NA,NA,2,22,2,1,3,3,3,2,3,3,2,2,1,1,4,2,1,3,3,2,2,2,2,4,1,3,2,2,1,3,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0,20,50,20,0,NA,"",2,1,1,3,3,1,1,2,3,3,2,3,3,3,1,2,1,1,1,4,2,1,2,3,1,3,3,3,1,NA,2,6,3,3,2,3,1,1,4,3,1,10,7,8,3,6,6,2,2,3,3,3,3,3,4,4,4,1,1,3,3,2,1,1,1,7,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,3,3,3,4,2,NA,2,NA,2,NA,2,NA,2,1,1,NA,NA,NA,27,28,1,NA,3,3,2,2,4,4,4,4,1,1,1,4,2,1,1,2,2,2,1,1,1,4,2,4,4,5,5,1,3,2,2,NA,NA,2,NA,NA,NA,NA,3,4,4,4,3,4,2,5,5,3,3,2,3,3,4,5,3,3,3,4,2,3,4,3,4,2,1,2,3,1,7,3,2,3,2,3,1,NA,NA,NA,NA,1,NA,NA,1,4,1,1,2,2,2,25,4,2,1,1,4,2,3,5,NA,NA,1,3,4,2,NA,NA,4,3,3,3,1,2,1,3,2,2,3,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,2,3,1,1,1,2,4,2,2,4,2,1,NA,4,2,3,3,2,4,4,4,4,3,3,4,3,4,4,3,3,2,3,3,4,2,2,3,3,2,4,3,2,2,NA,3,NA,3,NA,NA,1,1,1,3,2,2,0,2,1,1,1,0,1,2,1,2,8,5,600,95,184,1.06682359751877
"23",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",23,59,8,5,"1835","192","0706",2,4,1,2,1,1,NA,NA,50,45,25,24,NA,NA,4,24,3,1,5,3,3,1,3,3,3,3,1,3,5,3,4,2,2,4,3,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,20,50,50,20,0,NA,"",2,3,3,3,3,1,2,3,3,3,3,1,3,5,1,3,1,1,1,4,2,2,1,3,1,3,2,1,1,NA,5,8,3,3,5,3,2,2,3,3,3,10,9,8,5,7,9,9,4,3,3,3,3,3,4,4,4,3,3,3,3,2,1,1,1,7,1,5,1,NA,NA,1,NA,1,1,NA,NA,NA,6,NA,4,5,2,1,1,1,2,NA,2,NA,1,2,1,NA,3,1,1,NA,NA,NA,24,26,1,NA,1,1,1,1,5,4,3,5,1,1,1,4,2,2,2,2,2,2,5,5,5,5,4,4,3,1,3,5,3,4,1,1,NA,3,5,NA,4,NA,3,5,5,5,1,4,1,2,4,4,4,1,4,3,4,5,5,4,3,2,1,3,5,5,4,4,2,2,3,1,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,1,40,2,2,2,3,2,1,5,4,NA,NA,4,2,3,1,NA,NA,5,3,3,4,2,1,1,4,4,4,3,4,3,3,3,3,1,1,NA,NA,1,1,NA,NA,5,3,1,3,3,3,3,2,2,1,3,2,2,2,2,3,3,NA,NA,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,2,4,3,3,3,2,1,3,3,3,3,2,4,NA,NA,1,1,1,4,3,3,3,4,3,2,2,0,1,4,2,3,2,7,800,75,185,0.748841475440456
"24",5980,"1.0.0 (2016-06-02)","doi:10.4232/1.12325",24,59,8,5,"1105","122","0406",2,4,1,2,2,2,NA,NA,54,49,27,22,NA,NA,3,27,3,2,6,3,3,3,3,2,2,1,1,1,1,2,3,2,1,3,5,3,2,2,1,2,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,0,30,50,25,0,NA,"",3,3,3,3,3,3,2,2,3,2,3,1,3,3,1,1,1,1,1,4,1,1,1,1,1,3,3,1,4,NA,4,8,3,4,5,5,5,1,1,1,1,6,4,9,2,9,9,9,2,3,4,4,4,4,4,4,4,4,3,2,2,1,1,1,1,1,7,6,1,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,1,1,3,1,3,1,2,NA,2,NA,2,2,NA,NA,3,2,NA,NA,1,NA,30,32,1,NA,2,3,2,2,5,3,4,4,2,2,1,5,2,2,2,2,2,2,1,3,5,3,3,3,1,1,1,3,1,1,2,NA,NA,2,NA,NA,NA,NA,3,5,5,5,1,5,1,4,4,1,3,1,4,3,5,4,5,3,2,1,2,2,4,3,2,2,1,1,1,1,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,1,45,4,1,3,1,4,3,2,5,NA,NA,1,2,4,3,NA,NA,5,3,4,4,3,2,1,2,4,4,4,5,3,4,3,3,1,1,NA,1,NA,1,NA,NA,4,2,3,3,3,3,2,3,2,1,2,2,2,3,3,3,3,1,NA,4,1,4,2,4,4,4,4,4,3,4,4,3,4,4,3,2,2,3,4,4,2,2,3,2,3,4,3,3,3,5,5,2,5,NA,NA,1,1,1,5,3,3,3,4,3,2,1,1,1,2,2,2,1,4,950,70,168,0.699888936128285
